2017/11/08 19:41:11 [INFO] Terraform version: 0.10.0  2041053ee9444fa8175a298093b55a89586a1823
2017/11/08 19:41:11 [INFO] Go runtime version: go1.8
2017/11/08 19:41:11 [INFO] CLI args: []string{"/Users/heguimin/Projects/go/bin/terraform", "plan"}
2017/11/08 19:41:11 [DEBUG] Attempting to open CLI config file: /Users/heguimin/.terraformrc
2017/11/08 19:41:11 [DEBUG] File doesn't exist, but doesn't need to. Ignoring.
2017/11/08 19:41:11 [INFO] CLI command args: []string{"plan"}
2017/11/08 19:41:11 [INFO] command: empty terraform config, returning nil
2017/11/08 19:41:11 [DEBUG] command: no data state file found for backend config
2017/11/08 19:41:11 [DEBUG] New state was assigned lineage "cf6c2c79-da72-4be6-84c7-9a4b939492b5"
2017/11/08 19:41:11 [INFO] command: backend initialized: <nil>
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_eip.default
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_eip.default': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

alicloud_eip.default[0] - *terraform.NodeValidatableResourceInstance
alicloud_eip.default[1] - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [DEBUG] Attaching resource state to "alicloud_eip.default[1]": &terraform.ResourceState{Type:"alicloud_eip", Dependencies:[]string{}, Primary:(*terraform.InstanceState)(0xc4203ba460), Deposed:[]*terraform.InstanceState{}, Provider:"", mu:sync.Mutex{state:0, sema:0x0}}
2017/11/08 19:52:14 [DEBUG] Attaching resource state to "alicloud_eip.default[0]": &terraform.ResourceState{Type:"alicloud_eip", Dependencies:[]string{}, Primary:(*terraform.InstanceState)(0xc4203ba410), Deposed:[]*terraform.InstanceState{}, Provider:"", mu:sync.Mutex{state:0, sema:0x0}}
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.AttachStateTransformer:

alicloud_eip.default[0] - *terraform.NodeValidatableResourceInstance
alicloud_eip.default[1] - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.TargetsTransformer:

alicloud_eip.default[0] - *terraform.NodeValidatableResourceInstance
alicloud_eip.default[1] - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] ReferenceTransformer: "alicloud_eip.default[1]" references: []
2017/11/08 19:52:14 [DEBUG] ReferenceTransformer: "alicloud_eip.default[0]" references: []
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ReferenceTransformer:

alicloud_eip.default[0] - *terraform.NodeValidatableResourceInstance
alicloud_eip.default[1] - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.RootTransformer:

alicloud_eip.default[0] - *terraform.NodeValidatableResourceInstance
alicloud_eip.default[1] - *terraform.NodeValidatableResourceInstance
root - terraform.graphNodeRoot
  alicloud_eip.default[0] - *terraform.NodeValidatableResourceInstance
  alicloud_eip.default[1] - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "alicloud_eip.default[0]"
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_vpc.default
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_vpc.default': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "alicloud_eip.default[1]"
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "root"
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

alicloud_vpc.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] dag/walk: added edge: "root" waiting on "alicloud_eip.default[1]"
2017/11/08 19:52:14 [DEBUG] dag/walk: added edge: "root" waiting on "alicloud_eip.default[0]"
2017/11/08 19:52:14 [DEBUG] dag/walk: dependencies changed for "root", sending new deps
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: data.alicloud_instance_types.1c2g
2017/11/08 19:52:14 [DEBUG] vertex 'root.data.alicloud_instance_types.1c2g': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_eip.default[1]"
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_eip.default[0]"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_eip.default[0]': walking
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_eip.default[1]': walking
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

data.alicloud_instance_types.1c2g - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] Resource state not found for "alicloud_vpc.default": alicloud_vpc.default
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.AttachStateTransformer:

alicloud_vpc.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.TargetsTransformer:

alicloud_vpc.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_eip.default[0]': evaluating
2017/11/08 19:52:14 [DEBUG] ReferenceTransformer: "alicloud_vpc.default" references: []
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_eip.default[0]
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ReferenceTransformer:

alicloud_vpc.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResourceSelfRef
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.RootTransformer:

alicloud_vpc.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_eip.default[1]': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_eip.default[1]
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "alicloud_vpc.default"
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResourceSelfRef
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_vpc.default"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_vpc.default': walking
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_vpc.default': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_vpc.default
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResourceSelfRef
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] Attaching resource state to "data.alicloud_instance_types.1c2g": &terraform.ResourceState{Type:"alicloud_instance_types", Dependencies:[]string{}, Primary:(*terraform.InstanceState)(0xc4203ba4b0), Deposed:[]*terraform.InstanceState{}, Provider:"", mu:sync.Mutex{state:0, sema:0x0}}
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.AttachStateTransformer:

data.alicloud_instance_types.1c2g - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResource
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.TargetsTransformer:

data.alicloud_instance_types.1c2g - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] ReferenceTransformer: "data.alicloud_instance_types.1c2g" references: []
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ReferenceTransformer:

data.alicloud_instance_types.1c2g - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.RootTransformer:

data.alicloud_instance_types.1c2g - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResource
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "data.alicloud_instance_types.1c2g"
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "data.alicloud_instance_types.1c2g"
2017/11/08 19:52:14 [DEBUG] vertex 'root.data.alicloud_instance_types.1c2g': walking
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResource
2017/11/08 19:52:14 [DEBUG] vertex 'root.data.alicloud_instance_types.1c2g': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: data.alicloud_instance_types.1c2g
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResourceSelfRef
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResource
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_eip.default[0]
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_eip.default[1]
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "root"
2017/11/08 19:52:14 [DEBUG] vertex 'root.root': walking
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_vpc.default
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_security_group.default"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group.default': walking
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group.default': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_security_group.default
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: data.alicloud_instance_types.1c2g
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "data.alicloud_zones.default"
2017/11/08 19:52:14 [DEBUG] vertex 'root.data.alicloud_zones.default': walking
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] vertex 'root.data.alicloud_zones.default': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: data.alicloud_zones.default
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_security_group.default
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group.default': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

alicloud_security_group.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] Resource state not found for "alicloud_security_group.default": alicloud_security_group.default
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.AttachStateTransformer:

alicloud_security_group.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.TargetsTransformer:

alicloud_security_group.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] ReferenceTransformer: "alicloud_security_group.default" references: []
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ReferenceTransformer:

alicloud_security_group.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.RootTransformer:

alicloud_security_group.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "alicloud_security_group.default"
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: data.alicloud_zones.default
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_security_group.default"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group.default': walking
2017/11/08 19:52:14 [DEBUG] vertex 'root.data.alicloud_zones.default': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

data.alicloud_zones.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group.default': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_security_group.default
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResourceSelfRef
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] Attaching resource state to "data.alicloud_zones.default": &terraform.ResourceState{Type:"alicloud_zones", Dependencies:[]string{"data.alicloud_instance_types.1c2g"}, Primary:(*terraform.InstanceState)(0xc4203ba500), Deposed:[]*terraform.InstanceState{}, Provider:"", mu:sync.Mutex{state:0, sema:0x0}}
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.AttachStateTransformer:

data.alicloud_zones.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.TargetsTransformer:

data.alicloud_zones.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] ReferenceTransformer: "data.alicloud_zones.default" references: []
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ReferenceTransformer:

data.alicloud_zones.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.RootTransformer:

data.alicloud_zones.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResource
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "data.alicloud_zones.default"
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "data.alicloud_zones.default"
2017/11/08 19:52:14 [DEBUG] vertex 'root.data.alicloud_zones.default': walking
2017/11/08 19:52:14 [DEBUG] vertex 'root.data.alicloud_zones.default': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: data.alicloud_zones.default
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResourceSelfRef
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_security_group.default
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_security_group_rule.boshagent"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.boshagent': walking
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResource
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_security_group_rule.all-in"
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_security_group_rule.boshtarget"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.boshtarget': walking
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_security_group_rule.http-out"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.boshagent': evaluating
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.all-in': walking
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_security_group_rule.ssh"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.ssh': walking
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.boshtarget': evaluating
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.http-out': walking
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.ssh': evaluating
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.all-in': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_security_group_rule.all-in
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: data.alicloud_zones.default
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_security_group_rule.boshtarget
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_security_group_rule.boshagent
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_vswitch.default"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_vswitch.default': walking
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.http-out': evaluating
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_vswitch.default': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_vswitch.default
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_security_group_rule.http-out
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_security_group_rule.ssh
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_security_group_rule.boshagent
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.boshagent': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

alicloud_security_group_rule.boshagent - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalIf
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateCount
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [DEBUG] Resource state not found for "alicloud_security_group_rule.boshagent": alicloud_security_group_rule.boshagent
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.AttachStateTransformer:

alicloud_security_group_rule.boshagent - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.TargetsTransformer:

alicloud_security_group_rule.boshagent - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalCountFixZeroOneBoundary
2017/11/08 19:52:14 [DEBUG] ReferenceTransformer: "alicloud_security_group_rule.boshagent" references: []
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ReferenceTransformer:

alicloud_security_group_rule.boshagent - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.RootTransformer:

alicloud_security_group_rule.boshagent - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "alicloud_security_group_rule.boshagent"
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_security_group_rule.http-out
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.http-out': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_security_group_rule.boshagent"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.boshagent': walking
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_vswitch.default
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_vswitch.default': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

alicloud_security_group_rule.http-out - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

alicloud_vswitch.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.boshagent': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_security_group_rule.boshagent
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResourceSelfRef
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:52:14 [DEBUG] Resource state not found for "alicloud_security_group_rule.http-out": alicloud_security_group_rule.http-out
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.AttachStateTransformer:

alicloud_security_group_rule.http-out - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.TargetsTransformer:

alicloud_security_group_rule.http-out - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] ReferenceTransformer: "alicloud_security_group_rule.http-out" references: []
2017/11/08 19:52:14 [DEBUG] Resource state not found for "alicloud_vswitch.default": alicloud_vswitch.default
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.AttachStateTransformer:

alicloud_vswitch.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.TargetsTransformer:

alicloud_vswitch.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ReferenceTransformer:

alicloud_security_group_rule.http-out - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.RootTransformer:

alicloud_security_group_rule.http-out - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] ReferenceTransformer: "alicloud_vswitch.default" references: []
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "alicloud_security_group_rule.http-out"
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ReferenceTransformer:

alicloud_vswitch.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.RootTransformer:

alicloud_vswitch.default - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_security_group_rule.http-out"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.http-out': walking
2017/11/08 19:52:14 [DEBUG] dag/walk: added new vertex: "alicloud_vswitch.default"
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_security_group_rule.ssh
2017/11/08 19:52:14 [DEBUG] dag/walk: walking "alicloud_vswitch.default"
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.ssh': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_vswitch.default': walking
2017/11/08 19:52:14 [TRACE] [walkValidate] Exiting eval tree: alicloud_security_group_rule.boshtarget
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.boshtarget': expanding/walking dynamic subgraph
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResource
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

alicloud_security_group_rule.ssh - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [TRACE] Graph after step *terraform.ResourceCountTransformer:

alicloud_security_group_rule.boshtarget - *terraform.NodeValidatableResourceInstance
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_security_group_rule.http-out': evaluating
2017/11/08 19:52:14 [DEBUG] vertex 'root.alicloud_vswitch.default': evaluating
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_vswitch.default
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResourceSelfRef
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:52:14 [TRACE] [walkValidate] Entering eval tree: alicloud_security_group_rule.http-out
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalSequence
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalValidateResourceSelfRef
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalGetProvider
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] root: eval: *terraform.EvalInterpolate
2017/11/08 19:52:14 [DEBUG] Resource state not found for "alicloud_security_group_rule.ssh": alicloud_security_group_rule.ssh
